timestamp; area; px1; py1; px2; py2; px3; py3; px4; py4;
251; 12839.00; 44.00; 17.00; 44.00; 126.00; 154.00; 135.00; 160.00; 17.00;
252; 12843.00; 44.00; 17.00; 43.00; 125.00; 154.00; 135.00; 160.00; 17.00;
253; 12784.00; 46.00; 16.00; 44.00; 126.00; 154.00; 134.00; 160.00; 16.00;
254; 12901.50; 46.00; 16.00; 43.00; 126.00; 154.00; 135.00; 160.00; 16.00;
255; 12789.00; 46.00; 16.00; 43.00; 126.00; 154.00; 134.00; 160.00; 17.00;
256; 12839.50; 44.00; 17.00; 43.00; 126.00; 154.00; 134.00; 160.00; 17.00;
257; 12789.00; 46.00; 16.00; 43.00; 126.00; 154.00; 134.00; 160.00; 17.00;
258; 12843.50; 44.00; 17.00; 43.00; 126.00; 153.00; 135.00; 160.00; 17.00;
259; 12898.00; 44.00; 17.00; 43.00; 126.00; 154.00; 135.00; 160.00; 17.00;
260; 12898.00; 44.00; 17.00; 43.00; 126.00; 154.00; 135.00; 160.00; 17.00;
261; 12898.00; 44.00; 17.00; 43.00; 126.00; 154.00; 135.00; 160.00; 17.00;
262; 12843.50; 44.00; 17.00; 43.00; 126.00; 153.00; 135.00; 160.00; 17.00;
263; 12898.00; 44.00; 17.00; 43.00; 126.00; 154.00; 135.00; 160.00; 17.00;
264; 12902.00; 45.00; 16.00; 43.00; 126.00; 154.00; 135.00; 160.00; 17.00;
265; 13011.50; 44.00; 16.00; 43.00; 127.00; 154.00; 135.00; 160.00; 17.00;
266; 12956.50; 45.00; 16.00; 43.00; 127.00; 154.00; 135.00; 160.00; 17.00;
267; 12956.50; 45.00; 16.00; 43.00; 127.00; 154.00; 135.00; 160.00; 17.00;
268; 12956.50; 45.00; 16.00; 43.00; 127.00; 154.00; 135.00; 160.00; 17.00;
269; 12956.50; 45.00; 16.00; 43.00; 127.00; 154.00; 135.00; 160.00; 17.00;
270; 13011.50; 43.00; 17.00; 42.00; 127.00; 154.00; 135.00; 160.00; 18.00;
271; 13066.50; 44.00; 16.00; 43.00; 127.00; 154.00; 135.00; 160.00; 16.00;
272; 13130.00; 44.00; 15.00; 43.00; 126.00; 155.00; 134.00; 162.00; 17.00;
273; 13415.50; 43.00; 14.00; 42.00; 127.00; 154.00; 135.00; 161.00; 15.00;
274; 13581.00; 159.00; 15.00; 40.00; 16.00; 40.00; 128.00; 154.00; 136.00;
275; 13749.00; 37.00; 17.00; 39.00; 131.00; 153.00; 136.00; 157.00; 15.00;
276; 13868.00; 36.00; 16.00; 38.00; 130.00; 152.00; 136.00; 157.00; 14.00;
277; 13927.50; 38.00; 14.00; 39.00; 128.00; 155.00; 134.00; 159.00; 13.00;
278; 14046.00; 39.00; 13.00; 40.00; 128.00; 156.00; 134.00; 160.00; 12.00;
279; 14046.00; 160.00; 12.00; 39.00; 14.00; 40.00; 129.00; 155.00; 135.00;
280; 14051.00; 40.00; 13.00; 40.00; 128.00; 156.00; 135.00; 161.00; 13.00;
